device_id,device_type,operating_system,ip_address,location
DEV_11635,TABLET,iPadOS 16,36.114.130.78,London
DEV_11636,TABLET,iPadOS 16,34.11.116.94,Newcastle
DEV_11637,MOBILE,iOS 17.4,96.80.252.144,Leeds
DEV_11638,TABLET,Android 13 Tablet,154.25.207.16,Sheffield
DEV_11639,MOBILE,Android 14,77.29.104.186,Manchester
DEV_11640,LAPTOP,macOS Sonoma,95.249.141.89,Birmingham
DEV_11641,LAPTOP,macOS Ventura,157.243.6.165,Birmingham
DEV_11642,TABLET,iPadOS 16,79.154.131.13,Nottingham
DEV_11643,TABLET,Android 13 Tablet,151.113.197.234,Bristol
DEV_11644,LAPTOP,Ubuntu 22.04,81.153.35.86,Newcastle
DEV_11645,MOBILE,iOS 17.4,195.119.254.134,Birmingham
DEV_11646,LAPTOP,Windows 10,70.202.48.242,Sheffield
DEV_11647,MOBILE,Android 14,109.55.158.128,Glasgow
DEV_11648,MOBILE,iOS 17.4,142.118.142.123,Glasgow
DEV_11649,LAPTOP,Ubuntu 22.04,170.153.188.11,Belfast
DEV_11650,MOBILE,Android 14,115.217.241.58,Bristol
DEV_11651,LAPTOP,macOS Ventura,75.248.209.39,Nottingham
DEV_11652,MOBILE,Android 14,131.159.198.65,Sheffield
DEV_11653,MOBILE,iOS 16.5,38.203.147.158,Bristol
DEV_11654,TABLET,iPadOS 16,117.183.4.63,Sheffield
DEV_11655,TABLET,Android 13 Tablet,190.8.145.226,London
DEV_11656,MOBILE,Android 13,150.113.181.120,Belfast
DEV_11657,LAPTOP,Windows 11,195.161.189.85,Glasgow
DEV_11658,MOBILE,Android 14,122.113.235.226,Edinburgh
DEV_11659,LAPTOP,Windows 10,57.176.105.195,Manchester
DEV_11660,MOBILE,Android 14,150.73.97.222,Coventry
DEV_11661,LAPTOP,Ubuntu 22.04,132.128.241.16,Bristol
DEV_11662,LAPTOP,macOS Ventura,160.250.30.224,Belfast
DEV_11663,LAPTOP,Ubuntu 22.04,40.39.153.189,Nottingham
DEV_11664,TABLET,iPadOS 16,184.237.150.156,Glasgow
DEV_11665,MOBILE,iOS 17.4,160.6.90.77,Sheffield
DEV_11666,MOBILE,Android 13,91.100.227.33,Leeds
DEV_11667,MOBILE,iOS 16.5,66.67.197.45,Sheffield
DEV_11668,TABLET,iPadOS 16,165.184.188.79,Coventry
DEV_11669,TABLET,iPadOS 16,101.149.127.185,Nottingham
DEV_11670,LAPTOP,Windows 11,159.236.250.63,Newcastle
DEV_11671,LAPTOP,Windows 11,114.168.105.109,Sheffield
DEV_11672,TABLET,iPadOS 16,155.238.129.187,Coventry
DEV_11673,LAPTOP,macOS Ventura,63.75.161.90,Leicester
DEV_11674,TABLET,iPadOS 16,39.233.153.51,London
DEV_11675,TABLET,iPadOS 16,120.227.70.157,Nottingham
DEV_11676,LAPTOP,Windows 10,103.56.253.66,Birmingham
DEV_11677,MOBILE,iOS 17.4,173.164.127.73,Edinburgh
DEV_11678,MOBILE,iOS 17.4,149.68.174.163,Leeds
DEV_11679,TABLET,iPadOS 16,190.210.32.193,Sheffield
DEV_11680,MOBILE,iOS 17.4,116.178.17.109,Coventry
DEV_11681,TABLET,iPadOS 16,95.36.194.232,Nottingham
DEV_11682,TABLET,iPadOS 17,80.148.66.120,Glasgow
DEV_11683,MOBILE,iOS 16.5,42.54.50.139,Newcastle
DEV_11684,MOBILE,iOS 17.4,68.214.161.99,Cardiff
DEV_11685,MOBILE,iOS 16.5,162.15.217.146,Birmingham
DEV_11686,LAPTOP,Ubuntu 22.04,98.61.135.95,Nottingham
DEV_11687,TABLET,Android 13 Tablet,126.39.76.58,London
DEV_11688,LAPTOP,Ubuntu 22.04,67.180.143.46,Glasgow
DEV_11689,LAPTOP,Windows 11,130.241.186.226,Birmingham
DEV_11690,TABLET,iPadOS 17,88.254.191.178,Edinburgh
DEV_11691,LAPTOP,macOS Ventura,59.159.58.207,Manchester
DEV_11692,TABLET,iPadOS 17,70.41.44.191,Newcastle
DEV_11693,MOBILE,Android 14,115.67.33.214,Nottingham
DEV_11694,TABLET,iPadOS 17,41.168.83.235,Nottingham
DEV_11695,MOBILE,iOS 17.4,40.32.36.220,Coventry
DEV_11696,TABLET,iPadOS 16,155.117.231.64,Cardiff
DEV_11697,LAPTOP,Ubuntu 22.04,148.163.49.143,Manchester
DEV_11698,TABLET,iPadOS 17,46.110.117.225,Edinburgh
DEV_11699,MOBILE,iOS 16.5,137.21.124.41,Birmingham
DEV_11700,MOBILE,Android 14,157.100.203.224,Birmingham
DEV_11701,MOBILE,Android 14,180.27.5.182,London
DEV_11702,TABLET,iPadOS 17,61.111.124.7,Manchester
DEV_11703,MOBILE,iOS 17.4,148.209.163.127,Coventry
DEV_11704,TABLET,iPadOS 17,177.243.253.49,Manchester
DEV_11705,MOBILE,Android 14,166.3.104.113,Bristol
DEV_11706,TABLET,Android 13 Tablet,184.97.211.220,Glasgow
DEV_11707,MOBILE,iOS 16.5,90.238.80.135,Manchester
DEV_11708,TABLET,Android 13 Tablet,137.58.2.76,Nottingham
DEV_11709,TABLET,iPadOS 17,59.187.218.248,London
DEV_11710,LAPTOP,Windows 11,84.183.240.120,Sheffield
DEV_11711,LAPTOP,macOS Ventura,119.176.207.239,Leeds
DEV_11712,TABLET,iPadOS 17,191.94.54.228,London
DEV_11713,MOBILE,Android 13,135.157.218.93,Liverpool
DEV_11714,TABLET,iPadOS 16,140.228.39.241,Manchester
DEV_11715,TABLET,iPadOS 16,64.151.96.142,Coventry
DEV_11716,LAPTOP,Ubuntu 22.04,158.49.161.103,London
DEV_11717,MOBILE,iOS 16.5,54.44.3.91,Coventry
DEV_11718,MOBILE,Android 14,71.193.38.77,Nottingham
DEV_11719,LAPTOP,Windows 11,116.226.214.13,Glasgow
DEV_11720,TABLET,Android 13 Tablet,113.186.182.165,Leeds
DEV_11721,LAPTOP,macOS Ventura,94.44.113.100,Edinburgh
DEV_11722,TABLET,iPadOS 17,117.148.63.238,Liverpool
DEV_11723,MOBILE,Android 14,75.97.237.224,Manchester
DEV_11724,TABLET,iPadOS 16,169.142.103.87,Leicester
DEV_11725,MOBILE,Android 13,61.53.106.137,Glasgow
DEV_11726,MOBILE,iOS 17.4,34.179.19.38,Manchester
DEV_11727,MOBILE,iOS 16.5,75.254.7.195,Belfast
DEV_11728,TABLET,iPadOS 16,146.133.247.3,Glasgow
DEV_11729,MOBILE,iOS 17.4,35.163.45.123,Newcastle
DEV_11730,LAPTOP,Windows 10,186.97.125.50,Manchester
DEV_11731,LAPTOP,Windows 10,53.2.6.138,Bristol
DEV_11732,LAPTOP,Ubuntu 22.04,39.242.179.250,Sheffield
DEV_11733,LAPTOP,macOS Sonoma,149.246.161.111,Newcastle
DEV_11734,MOBILE,Android 13,189.208.161.235,London
DEV_11735,LAPTOP,Windows 10,91.111.124.25,Newcastle
DEV_11736,LAPTOP,Windows 11,84.179.66.16,Cardiff
DEV_11737,LAPTOP,macOS Sonoma,105.245.89.173,Edinburgh
DEV_11738,TABLET,iPadOS 17,73.122.150.168,Newcastle
DEV_11739,TABLET,Android 13 Tablet,78.144.56.166,London
DEV_11740,TABLET,Android 13 Tablet,184.22.253.102,London
DEV_11741,MOBILE,Android 13,122.176.138.196,Bristol
DEV_11742,LAPTOP,Ubuntu 22.04,102.143.147.167,Newcastle
DEV_11743,LAPTOP,Windows 10,64.15.160.108,Birmingham
DEV_11744,MOBILE,Android 14,169.14.105.189,Sheffield
DEV_11745,MOBILE,Android 13,88.10.27.200,Liverpool
DEV_11746,MOBILE,iOS 16.5,122.192.244.132,Coventry
DEV_11747,LAPTOP,macOS Sonoma,158.199.217.4,Leicester
DEV_11748,LAPTOP,Windows 10,163.179.75.150,Liverpool
DEV_11749,LAPTOP,Windows 10,167.76.244.29,Nottingham
DEV_11750,LAPTOP,Windows 11,73.19.145.151,Newcastle
DEV_11751,TABLET,iPadOS 16,69.175.71.52,Bristol
DEV_11752,MOBILE,Android 13,154.119.73.245,Edinburgh
DEV_11753,MOBILE,Android 14,61.100.198.233,Birmingham
DEV_11754,LAPTOP,Ubuntu 22.04,76.178.51.116,London
DEV_11755,LAPTOP,macOS Sonoma,94.49.142.163,Liverpool
DEV_11756,MOBILE,iOS 16.5,166.223.146.218,Cardiff
DEV_11757,MOBILE,Android 13,86.198.170.149,Newcastle
DEV_11758,LAPTOP,Windows 10,33.151.195.213,Birmingham
DEV_11759,TABLET,Android 13 Tablet,157.119.2.104,Coventry
DEV_11760,LAPTOP,Windows 10,177.85.202.8,Belfast
DEV_11761,LAPTOP,macOS Sonoma,38.18.96.107,Belfast
DEV_11762,TABLET,iPadOS 16,104.101.180.148,Sheffield
DEV_11763,TABLET,Android 13 Tablet,188.163.63.241,Manchester
DEV_11764,MOBILE,iOS 17.4,170.173.169.86,Birmingham
DEV_11765,MOBILE,Android 13,167.155.204.3,Leicester
DEV_11766,MOBILE,iOS 17.4,160.238.24.137,Newcastle
DEV_11767,LAPTOP,Windows 10,148.45.19.75,Sheffield
DEV_11768,TABLET,iPadOS 16,113.210.67.107,Liverpool
DEV_11769,MOBILE,Android 14,51.182.219.128,Newcastle
DEV_11770,LAPTOP,Windows 11,69.149.131.248,Liverpool
DEV_11771,LAPTOP,Windows 10,123.231.227.165,Liverpool
DEV_11772,LAPTOP,macOS Ventura,79.94.225.175,Liverpool
DEV_11773,MOBILE,Android 14,154.39.240.90,Leicester
DEV_11774,TABLET,iPadOS 17,180.36.20.222,Glasgow
DEV_11775,MOBILE,Android 13,43.174.88.60,Edinburgh
DEV_11776,LAPTOP,Windows 10,109.126.51.192,Liverpool
DEV_11777,TABLET,iPadOS 17,152.150.235.114,Nottingham
DEV_11778,MOBILE,iOS 16.5,157.221.254.14,Manchester
DEV_11779,MOBILE,Android 14,69.67.55.174,Belfast
DEV_11780,LAPTOP,Windows 10,92.20.224.69,Manchester
DEV_11781,MOBILE,Android 13,98.249.172.132,Leeds
DEV_11782,MOBILE,iOS 17.4,145.25.211.78,Glasgow
DEV_11783,LAPTOP,Ubuntu 22.04,122.234.164.43,Manchester
DEV_11784,LAPTOP,Ubuntu 22.04,46.2.242.45,Cardiff
DEV_11785,MOBILE,Android 13,81.227.177.148,Leeds
DEV_11786,LAPTOP,Windows 11,122.90.80.97,Newcastle
DEV_11787,MOBILE,Android 13,116.200.79.32,Glasgow
DEV_11788,TABLET,iPadOS 16,194.102.170.16,Birmingham
DEV_11789,TABLET,Android 13 Tablet,162.140.147.24,Newcastle
DEV_11790,MOBILE,Android 14,114.85.251.95,London
DEV_11791,MOBILE,Android 13,43.54.43.222,Manchester
DEV_11792,LAPTOP,Windows 10,133.71.14.15,Glasgow
DEV_11793,TABLET,iPadOS 16,51.74.145.68,Newcastle
DEV_11794,LAPTOP,Ubuntu 22.04,125.154.135.182,Birmingham
DEV_11795,LAPTOP,Ubuntu 22.04,56.180.132.214,Manchester
DEV_11796,TABLET,Android 13 Tablet,122.31.173.47,Edinburgh
DEV_11797,TABLET,Android 13 Tablet,50.168.113.223,Newcastle
DEV_11798,LAPTOP,Windows 11,183.221.190.145,Glasgow
DEV_11799,LAPTOP,macOS Sonoma,42.221.63.19,Cardiff
DEV_11800,LAPTOP,Windows 11,102.78.232.238,Cardiff
DEV_11801,MOBILE,iOS 16.5,78.176.232.100,Newcastle
DEV_11802,TABLET,iPadOS 16,125.128.22.138,Newcastle
DEV_11803,LAPTOP,Windows 11,157.79.246.150,Nottingham
DEV_11804,TABLET,iPadOS 17,183.80.59.92,Leeds
DEV_11805,MOBILE,Android 14,55.180.107.222,Belfast
DEV_11806,MOBILE,Android 14,180.44.75.249,Edinburgh
DEV_11807,LAPTOP,Ubuntu 22.04,138.137.236.70,Glasgow
DEV_11808,TABLET,iPadOS 16,54.125.125.64,Leicester
DEV_11809,TABLET,Android 13 Tablet,99.226.113.117,Leicester
DEV_11810,TABLET,Android 13 Tablet,96.90.21.66,Liverpool
DEV_11811,MOBILE,iOS 17.4,106.10.18.7,Edinburgh
DEV_11812,LAPTOP,Windows 11,134.234.58.246,Cardiff
DEV_11813,LAPTOP,Windows 10,117.197.12.134,London
DEV_11814,LAPTOP,macOS Ventura,50.9.180.81,Belfast
DEV_11815,MOBILE,Android 14,53.234.163.247,Birmingham
DEV_11816,LAPTOP,Windows 11,56.176.183.10,Glasgow
DEV_11817,MOBILE,iOS 17.4,46.38.171.167,London
DEV_11818,LAPTOP,Ubuntu 22.04,178.40.192.206,Manchester
DEV_11819,MOBILE,Android 13,135.247.29.221,Bristol
DEV_11820,LAPTOP,Windows 10,179.159.70.58,Birmingham
DEV_11821,TABLET,iPadOS 16,155.222.191.201,Belfast
DEV_11822,TABLET,iPadOS 17,82.244.177.54,Glasgow
DEV_11823,MOBILE,Android 13,122.144.184.158,Bristol
DEV_11824,TABLET,iPadOS 16,74.143.29.15,Birmingham
DEV_11825,MOBILE,Android 14,71.180.114.136,London
DEV_11826,TABLET,iPadOS 17,128.34.244.98,Cardiff
DEV_11827,TABLET,iPadOS 17,40.202.205.206,Edinburgh
DEV_11828,TABLET,iPadOS 16,40.177.86.2,Edinburgh
DEV_11829,LAPTOP,Windows 10,129.22.20.177,Bristol
DEV_11830,LAPTOP,macOS Sonoma,54.122.27.106,Newcastle
DEV_11831,LAPTOP,Windows 11,105.168.109.38,Birmingham
DEV_11832,TABLET,iPadOS 16,137.59.96.189,Glasgow
DEV_11833,MOBILE,iOS 17.4,189.48.248.35,Manchester
DEV_11834,LAPTOP,Windows 10,163.17.38.10,Nottingham
DEV_11835,LAPTOP,macOS Sonoma,54.10.108.98,Newcastle
DEV_11836,LAPTOP,Ubuntu 22.04,67.209.54.97,Newcastle
DEV_11837,TABLET,iPadOS 16,95.158.106.193,Bristol
DEV_11838,LAPTOP,Windows 10,96.114.56.19,London
DEV_11839,TABLET,iPadOS 17,82.57.251.104,Liverpool
DEV_11840,LAPTOP,Windows 11,53.119.3.225,Newcastle
DEV_11841,MOBILE,Android 14,139.236.248.41,Manchester
DEV_11842,TABLET,Android 13 Tablet,164.225.30.139,Leeds
DEV_11843,TABLET,iPadOS 16,102.72.188.125,Manchester
DEV_11844,LAPTOP,Windows 11,115.65.125.190,Newcastle
DEV_11845,LAPTOP,Windows 10,125.117.219.36,Manchester
DEV_11846,MOBILE,iOS 17.4,94.81.196.150,Glasgow
DEV_11847,TABLET,iPadOS 16,189.161.176.88,Manchester
DEV_11848,LAPTOP,macOS Sonoma,89.48.113.119,Liverpool
DEV_11849,LAPTOP,Windows 11,81.66.175.4,Edinburgh
DEV_11850,LAPTOP,Windows 11,127.206.31.121,Coventry
DEV_11851,MOBILE,iOS 16.5,44.43.74.81,Liverpool
DEV_11852,TABLET,iPadOS 16,138.207.121.233,Belfast
DEV_11853,TABLET,Android 13 Tablet,173.245.149.207,Manchester
DEV_11854,LAPTOP,Windows 11,47.254.180.173,Bristol
DEV_11855,LAPTOP,macOS Ventura,193.34.214.198,Edinburgh
DEV_11856,LAPTOP,Windows 11,59.185.235.144,London
DEV_11857,TABLET,iPadOS 17,38.170.18.154,Birmingham
DEV_11858,TABLET,Android 13 Tablet,154.4.233.242,Edinburgh
DEV_11859,TABLET,Android 13 Tablet,139.175.93.120,Belfast
DEV_11860,MOBILE,Android 14,86.9.205.232,Sheffield
DEV_11861,MOBILE,Android 13,81.234.94.7,Belfast
DEV_11862,LAPTOP,Ubuntu 22.04,129.147.229.182,Cardiff
DEV_11863,MOBILE,iOS 16.5,77.174.139.87,Edinburgh
DEV_11864,MOBILE,iOS 17.4,110.71.131.118,London
DEV_11865,MOBILE,Android 14,162.57.184.215,Belfast
DEV_11866,LAPTOP,Windows 11,163.71.77.22,London
DEV_11867,MOBILE,Android 13,160.19.70.151,Bristol
DEV_11868,TABLET,Android 13 Tablet,169.79.213.50,Leeds
DEV_11869,LAPTOP,Ubuntu 22.04,142.75.74.88,Leeds
DEV_11870,LAPTOP,macOS Ventura,96.116.252.68,Liverpool
DEV_11871,TABLET,iPadOS 17,38.93.31.180,London
DEV_11872,MOBILE,iOS 16.5,95.208.62.17,Coventry
DEV_11873,LAPTOP,macOS Ventura,185.171.194.154,London
DEV_11874,TABLET,Android 13 Tablet,116.116.163.218,Manchester
DEV_11875,LAPTOP,Ubuntu 22.04,193.228.253.50,Manchester
DEV_11876,MOBILE,Android 14,112.61.45.235,Liverpool
DEV_11877,MOBILE,Android 14,75.122.207.196,Newcastle
DEV_11878,TABLET,Android 13 Tablet,118.109.52.173,Manchester
DEV_11879,LAPTOP,Ubuntu 22.04,189.41.209.81,Leicester
DEV_11880,TABLET,iPadOS 17,126.149.216.252,Cardiff
DEV_11881,MOBILE,Android 14,187.30.145.95,Leicester
DEV_11882,TABLET,iPadOS 16,73.83.95.87,Manchester
DEV_11883,MOBILE,iOS 16.5,55.77.234.195,Liverpool
DEV_11884,TABLET,iPadOS 17,193.174.135.36,Liverpool
DEV_11885,LAPTOP,Windows 10,135.166.172.49,Bristol
DEV_11886,MOBILE,iOS 17.4,114.86.144.118,Belfast
DEV_11887,TABLET,Android 13 Tablet,71.25.3.116,Sheffield
DEV_11888,MOBILE,iOS 16.5,69.88.198.76,Newcastle
DEV_11889,LAPTOP,macOS Ventura,119.172.6.131,Coventry
DEV_11890,MOBILE,Android 14,169.222.210.115,Sheffield
DEV_11891,MOBILE,Android 14,133.201.142.51,Leeds
DEV_11892,TABLET,iPadOS 16,188.130.192.103,Bristol
DEV_11893,LAPTOP,macOS Ventura,81.70.76.164,Glasgow
DEV_11894,LAPTOP,Ubuntu 22.04,170.81.142.31,Nottingham
DEV_11895,MOBILE,Android 13,39.206.234.179,Birmingham
DEV_11896,LAPTOP,Windows 11,111.38.176.228,Sheffield
DEV_11897,MOBILE,Android 14,46.36.237.45,Newcastle
DEV_11898,TABLET,Android 13 Tablet,33.25.128.65,Sheffield
DEV_11899,LAPTOP,Ubuntu 22.04,172.210.31.218,Sheffield
DEV_11900,MOBILE,iOS 17.4,46.248.232.67,Leicester
DEV_11901,TABLET,iPadOS 16,189.224.96.237,Liverpool
DEV_11902,LAPTOP,Ubuntu 22.04,34.54.143.221,Newcastle
DEV_11903,MOBILE,Android 14,35.227.224.239,Leeds
DEV_11904,MOBILE,iOS 16.5,41.182.155.89,Birmingham
DEV_11905,TABLET,Android 13 Tablet,57.54.65.105,Coventry
DEV_11906,LAPTOP,macOS Sonoma,125.29.86.16,Liverpool
DEV_11907,TABLET,iPadOS 16,172.194.71.133,Leeds
DEV_11908,TABLET,Android 13 Tablet,79.96.83.212,Nottingham
DEV_11909,LAPTOP,Windows 11,96.22.114.165,Leicester
DEV_11910,MOBILE,Android 14,96.160.35.73,Leicester
DEV_11911,MOBILE,Android 14,79.244.223.22,Leicester
DEV_11912,MOBILE,Android 14,155.10.227.100,Liverpool
DEV_11913,TABLET,iPadOS 17,193.199.75.136,Liverpool
DEV_11914,TABLET,iPadOS 16,155.212.53.235,London
DEV_11915,LAPTOP,Ubuntu 22.04,166.158.252.117,Birmingham
DEV_11916,TABLET,Android 13 Tablet,184.197.172.106,Sheffield
DEV_11917,TABLET,iPadOS 17,195.26.214.65,London
DEV_11918,LAPTOP,macOS Ventura,105.198.167.239,Birmingham
DEV_11919,MOBILE,iOS 16.5,47.59.175.170,Leeds
DEV_11920,LAPTOP,Windows 10,38.210.242.75,Coventry
DEV_11921,TABLET,iPadOS 17,136.163.110.14,Edinburgh
DEV_11922,MOBILE,Android 13,61.177.245.145,Birmingham
DEV_11923,MOBILE,iOS 17.4,144.41.32.196,Nottingham
DEV_11924,LAPTOP,Windows 11,52.93.27.182,Cardiff
DEV_11925,TABLET,iPadOS 16,176.17.224.238,Leicester
DEV_11926,TABLET,iPadOS 17,116.91.34.211,Bristol
DEV_11927,LAPTOP,Windows 11,65.52.45.70,Edinburgh
DEV_11928,MOBILE,iOS 16.5,40.201.249.122,Newcastle
DEV_11929,MOBILE,Android 13,58.221.14.50,Birmingham
DEV_11930,TABLET,Android 13 Tablet,146.24.96.84,Belfast
DEV_11931,MOBILE,Android 14,39.228.234.197,Leeds
DEV_11932,MOBILE,Android 14,144.34.18.61,Edinburgh
DEV_11933,LAPTOP,macOS Ventura,162.27.101.130,Birmingham
DEV_11934,MOBILE,iOS 17.4,54.87.170.250,Bristol
DEV_11935,LAPTOP,Ubuntu 22.04,84.20.59.9,London
DEV_11936,MOBILE,iOS 17.4,155.181.26.175,Newcastle
DEV_11937,MOBILE,iOS 16.5,134.85.41.40,Leicester
DEV_11938,TABLET,Android 13 Tablet,187.19.110.157,Nottingham
DEV_11939,TABLET,Android 13 Tablet,85.130.252.35,Bristol
DEV_11940,MOBILE,Android 14,99.19.239.183,Belfast
DEV_11941,MOBILE,iOS 17.4,75.125.41.94,Newcastle
DEV_11942,MOBILE,iOS 16.5,168.242.143.250,Cardiff
DEV_11943,LAPTOP,Ubuntu 22.04,139.193.112.135,Birmingham
DEV_11944,LAPTOP,Windows 11,41.77.161.168,Coventry
DEV_11945,LAPTOP,Windows 10,58.241.166.56,Birmingham
DEV_11946,LAPTOP,Ubuntu 22.04,162.140.218.12,London
DEV_11947,TABLET,iPadOS 17,116.79.14.167,Leicester
DEV_11948,TABLET,iPadOS 17,186.69.88.66,London
DEV_11949,LAPTOP,macOS Sonoma,33.142.123.213,Liverpool
DEV_11950,TABLET,Android 13 Tablet,34.252.90.250,Birmingham
DEV_11951,LAPTOP,Ubuntu 22.04,129.140.190.226,Birmingham
DEV_11952,TABLET,iPadOS 17,177.205.33.207,Liverpool
DEV_11953,MOBILE,iOS 16.5,151.185.123.247,Glasgow
DEV_11954,TABLET,iPadOS 16,158.115.245.226,Coventry
DEV_11955,LAPTOP,Ubuntu 22.04,115.213.193.5,Sheffield
DEV_11956,TABLET,iPadOS 16,195.51.188.70,London
DEV_11957,LAPTOP,Windows 11,178.62.95.104,London
DEV_11958,MOBILE,iOS 17.4,61.142.219.139,Liverpool
DEV_11959,TABLET,iPadOS 16,86.79.168.119,Coventry
DEV_11960,MOBILE,Android 13,59.185.20.97,Birmingham
DEV_11961,LAPTOP,Windows 10,100.100.113.47,Newcastle
DEV_11962,MOBILE,Android 13,60.77.90.122,Birmingham
DEV_11963,TABLET,Android 13 Tablet,175.180.201.159,Leeds
DEV_11964,MOBILE,iOS 16.5,74.104.66.199,Newcastle
DEV_11965,MOBILE,Android 14,155.145.223.95,Newcastle
DEV_11966,LAPTOP,macOS Sonoma,100.227.25.106,Coventry
DEV_11967,MOBILE,iOS 17.4,41.92.106.41,Leeds
DEV_11968,LAPTOP,Windows 11,124.134.251.162,Belfast
DEV_11969,MOBILE,iOS 16.5,119.100.153.199,Edinburgh
DEV_11970,MOBILE,Android 14,56.79.106.24,Leeds
DEV_11971,TABLET,iPadOS 16,195.210.171.188,Newcastle
DEV_11972,LAPTOP,macOS Sonoma,62.74.231.83,Leicester
DEV_11973,MOBILE,Android 14,189.172.147.211,Sheffield
DEV_11974,TABLET,iPadOS 17,43.202.170.155,Birmingham
DEV_11975,LAPTOP,Windows 10,170.239.215.122,Belfast
DEV_11976,MOBILE,Android 14,73.189.35.104,Bristol
DEV_11977,TABLET,Android 13 Tablet,162.49.129.93,Bristol
DEV_11978,MOBILE,iOS 16.5,176.27.48.183,London
DEV_11979,LAPTOP,macOS Sonoma,178.17.112.249,Nottingham
DEV_11980,MOBILE,iOS 16.5,154.66.116.243,London
DEV_11981,LAPTOP,macOS Ventura,63.35.22.80,Liverpool
DEV_11982,MOBILE,iOS 17.4,88.177.254.189,London
DEV_11983,LAPTOP,Windows 10,104.6.74.194,Leeds
DEV_11984,MOBILE,iOS 16.5,82.88.205.125,Newcastle
DEV_11985,TABLET,iPadOS 17,118.32.171.71,Birmingham
DEV_11986,LAPTOP,Windows 11,184.39.41.174,Nottingham
DEV_11987,TABLET,iPadOS 17,161.81.228.247,Coventry
DEV_11988,TABLET,iPadOS 16,75.249.243.174,Manchester
DEV_11989,TABLET,iPadOS 17,74.210.118.249,Liverpool
DEV_11990,TABLET,iPadOS 16,102.66.86.106,Birmingham
DEV_11991,TABLET,Android 13 Tablet,112.91.136.180,Leicester
DEV_11992,LAPTOP,Windows 10,142.225.69.153,Newcastle
DEV_11993,LAPTOP,Windows 10,147.242.175.23,Glasgow
DEV_11994,LAPTOP,macOS Sonoma,68.19.245.91,Manchester
DEV_11995,MOBILE,Android 13,49.155.21.69,Glasgow
DEV_11996,LAPTOP,Ubuntu 22.04,107.254.64.142,Coventry
DEV_11997,MOBILE,Android 13,40.196.28.130,Manchester
DEV_11998,MOBILE,Android 14,140.157.151.40,Bristol
DEV_11999,TABLET,Android 13 Tablet,37.204.160.252,Cardiff
DEV_H_93134,LAPTOP,Windows 11,213.111.231.109,Sofia
DEV_H_98476,MOBILE,Android 14,221.160.16.159,Bucharest
DEV_H_96938,MOBILE,Windows 11,220.134.97.221,Sofia
DEV_H_96752,MOBILE,Windows 11,203.95.181.38,Bucharest
DEV_H_97761,MOBILE,Windows 11,205.194.139.30,Sofia
DEV_H_93912,LAPTOP,Windows 11,210.161.251.171,Bucharest
DEV_H_91321,LAPTOP,Android 14,223.250.246.190,Bucharest
DEV_H_95130,MOBILE,Android 14,220.186.207.204,Sofia
DEV_H_98773,MOBILE,Windows 11,220.64.38.207,Bucharest
DEV_H_96364,MOBILE,Android 14,215.185.110.107,Bucharest
DEV_H_95361,LAPTOP,Windows 11,219.18.250.32,Kiev
DEV_H_94416,LAPTOP,Android 14,207.108.5.242,Sofia
DEV_H_98180,LAPTOP,Windows 11,208.206.105.230,Bucharest
DEV_H_98814,MOBILE,Android 14,207.140.85.200,Sofia
DEV_H_93673,LAPTOP,Android 14,198.78.92.239,Sofia
DEV_H_96942,LAPTOP,Windows 11,210.6.109.8,Sofia
DEV_H_90239,LAPTOP,Windows 11,217.67.135.98,Bucharest
DEV_H_98148,LAPTOP,Windows 11,211.78.248.176,Bucharest
DEV_H_97165,MOBILE,Windows 11,210.231.39.224,Bucharest
DEV_H_93288,LAPTOP,Android 14,203.221.223.220,Bucharest
DEV_H_94295,LAPTOP,Windows 11,203.246.67.223,Moscow
DEV_H_90816,LAPTOP,Android 14,205.76.72.100,Bucharest
DEV_H_97949,MOBILE,Windows 11,203.139.128.166,Sofia
DEV_H_97430,LAPTOP,Windows 11,201.75.5.182,Kiev
DEV_H_98818,LAPTOP,Windows 11,203.9.48.81,Moscow
DEV_H_93574,LAPTOP,Windows 11,216.254.90.66,Moscow
DEV_H_96083,LAPTOP,Windows 11,215.198.247.119,Moscow
DEV_H_91348,LAPTOP,Android 14,213.115.72.139,Moscow
DEV_H_91587,LAPTOP,Android 14,205.14.210.170,Bucharest
DEV_H_92110,MOBILE,Android 14,196.229.247.121,Sofia
DEV_H_93085,MOBILE,Windows 11,212.208.240.233,Moscow
DEV_H_99101,MOBILE,Windows 11,212.98.64.146,Bucharest
DEV_H_93063,LAPTOP,Android 14,211.85.246.25,Bucharest
DEV_H_99742,MOBILE,Windows 11,211.68.72.198,Sofia
DEV_H_93125,LAPTOP,Windows 11,217.160.107.98,Kiev
DEV_H_99181,LAPTOP,Windows 11,204.89.24.97,Sofia
DEV_H_97632,MOBILE,Windows 11,212.253.244.128,Moscow
DEV_H_97691,LAPTOP,Windows 11,201.245.222.126,Sofia
DEV_H_97591,LAPTOP,Windows 11,197.151.47.19,Bucharest
DEV_H_98460,MOBILE,Windows 11,210.175.103.91,Kiev
DEV_H_91662,LAPTOP,Windows 11,198.85.35.118,Moscow
DEV_H_90872,LAPTOP,Android 14,219.158.243.138,Bucharest
DEV_H_98595,LAPTOP,Windows 11,216.252.91.124,Moscow
DEV_H_95860,LAPTOP,Android 14,222.23.65.113,Sofia
DEV_H_97141,LAPTOP,Windows 11,209.193.119.60,Kiev
